# Constructed from biom file
#OTU ID	oneuL1201	oneuL1202	oneuL120a1.2	oneuL120a1	oneuL120a2.2	oneuL120a2	oneuL120e1	oneuL1251	oneuL1252	oneuL125a1.2	oneuL125a1	oneuL125c1	oneuL131a1	oneuL1401	oneuL1402.2	oneuL1402	oneuL1403	oneuL1404.2	oneuL1404	oneuL2181	oneuL2191	oneuL2192	oneuL2201	oneuL2202	oneuL2421	oneuL2422	oneuL2431	oneuL2451	oneuL2461	oneuL3031	oneuL3041	oneuL304a1	oneuL304b1	oneuL3081	oneuL3082	oneuL308a1	oneuL3181	oneuL3182	oneuL3301.2	oneuL3301	oneuL330a1	oneuL3441	oneuL3461	oneuL3462	oneuLb401	oneuLcontroL1	oneuLcontroL2	oneuLh2411	oneuLH2412.2	oneuLh2412	oneuLs2101.2	oneuLs2101	oneuLs2301	oneuLs2401
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	2	7	5	4	0	0	10	3	17	0	0	5	3	0	7	13	0	4	0	3	0	0	0	2	4	0	0	0	2	3	2	8	5	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Slackia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__0319-7L14;f__;g__	7	0	0	0	3	0	2	0	0	19	0	0	6	0	0	0	0	0	0	2	0	0	3	0	0	0	0	2	2	0	0	3	2	0	0	0	3	0	0	2	2	0	6	0	8	0	0	0	0	0	8	16	0	4
k__Bacteria;p__Actinobacteria;c__OPB41;o__;f__;g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter	6	2	4	7	0	3	4	0	2	0	0	70	19	0	0	4	9	2	12	7	0	24	13	8	0	3	0	2	5	0	0	0	2	44	16	0	6	7	0	7	2	0	12	14	5	0	0	12	11	14	100	49	0	15
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__;g__	4	0	0	0	0	7	0	0	0	5	0	3	3	0	0	6	0	0	0	4	0	5	5	0	0	2	0	0	0	0	4	0	0	8	3	2	0	4	2	0	2	6	3	0	9	0	0	11	0	9	40	19	0	20
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__AK1AB1_02E;g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	0	0	7	0	0	0	0	0	3	0	0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__	3	0	7	15	7	4	11	5	14	153	0	9	25	5	0	6	4	5	9	19	23	21	14	0	2	7	0	10	2	0	0	0	15	24	6	26	17	0	2	3	9	14	23	20	19	4	0	46	12	21	122	139	23	23
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__;g__	18	11	14	92	23	16	8	5	5	93	0	23	27	0	17	17	0	12	0	33	13	48	29	6	3	37	6	35	0	0	0	12	17	43	37	75	50	4	9	20	4	0	28	17	174	16	0	51	17	34	214	267	18	51
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Conexibacteraceae;g__	0	5	5	13	0	8	11	0	11	4	0	9	18	3	13	11	0	0	8	4	0	11	12	0	0	5	0	11	0	0	0	4	2	14	23	24	25	0	0	6	2	11	13	7	29	0	0	24	7	16	43	50	8	18
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Conexibacteraceae;g__Conexibacter	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	2	0	0	2	0	0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Patulibacteraceae;g__	0	13	3	17	20	4	15	2	24	32	0	19	60	0	17	18	0	18	3	38	2	50	21	8	2	16	4	23	6	0	6	30	23	44	18	29	39	4	8	14	10	14	17	31	21	3	0	42	26	35	111	105	14	42
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Patulibacteraceae;g__Patulibacter	0	0	4	0	5	3	5	0	4	0	0	3	0	2	0	0	0	3	11	2	5	0	0	4	4	3	0	3	3	0	6	2	3	4	0	0	2	0	0	0	4	4	2	0	6	0	0	4	3	0	0	0	0	3
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__	0	18	9	31	6	11	13	8	35	20	0	2	9	5	21	11	11	22	10	72	11	35	4	8	3	21	3	35	6	0	5	0	11	46	36	86	39	12	5	42	9	12	32	44	119	20	0	69	24	30	86	78	16	61
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Solirubrobacter	0	10	9	43	17	14	25	7	17	53	0	10	27	0	0	5	0	10	0	0	0	39	34	0	0	26	12	0	12	0	15	11	32	29	42	35	28	0	0	11	0	0	0	20	2	10	0	5	22	13	82	112	13	21
k__Bacteria;p__Armatimonadetes;c__0319-6E2;o__;f__;g__	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	2	0	0	2	4
k__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__Armatimonadaceae;g__	0	0	3	9	0	6	11	0	19	4	0	18	52	0	15	0	0	0	0	0	6	22	6	0	0	2	5	4	4	0	6	3	0	29	12	0	0	0	3	2	5	0	12	8	0	0	0	22	10	9	3	18	11	18
k__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__FW68;f__;g__	0	0	0	7	10	2	0	0	4	0	0	2	50	0	44	14	0	11	7	0	7	6	6	0	0	4	0	0	0	0	0	0	0	3	15	8	2	0	0	0	2	0	10	8	0	0	0	0	9	17	2	0	2	2
k__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__	0	0	0	0	0	0	0	0	7	0	0	0	9	0	3	6	0	0	0	0	4	17	0	0	0	0	0	0	0	0	0	0	0	11	5	3	3	0	0	6	2	0	0	5	4	0	0	4	4	9	0	0	3	14
k__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__Chthonomonas	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0
k__Bacteria;p__Armatimonadetes;c__SHA-37;o__;f__;g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Armatimonadetes;c__SJA-176;o__RB046;f__;g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	2	0	0
k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia];o__[Fimbriimonadales];f__[Fimbriimonadaceae];g__	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia];o__[Fimbriimonadales];f__[Fimbriimonadaceae];g__Fimbriimonas	0	2	2	5	0	3	2	0	2	0	0	19	7	2	19	40	0	13	21	6	0	12	0	0	0	0	2	0	2	0	0	4	3	13	6	8	3	0	0	3	9	0	0	6	0	0	0	15	4	2	8	11	4	10
k__Bacteria;p__BRC1;c__PRR-11;o__;f__;g__	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	14	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__;g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	546	0	0	0	0	2	2	0	0	10	30	6	0	0	4	2	99	0	2	0	5	0	0	3	3	16	7	0	0	0	0	0	0	0	6	2	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	0	0	0	6	9	5	8	21	5	8	0	0	0	0	0	0	1077	0	0	0	5	0	7	0	0	46	119	0	0	0	6	8	859	3	2	0	2	2	2	0	2	4	12	2	0	0	0	0	4	0	4	0	2	8
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Candidatus Azobacteroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Dysgonomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Paludibacter	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2779	0	3	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	2	84	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas	0	0	2	0	0	3	14	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	23	0	0	45	10	52	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	7	0	0	0	0	0	0	23	19	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	9	7	32	0	3	13	55	19	26	2	0	15	0	0	3	0	0	0	0	19	17	2	51	0	2	148	18	700	6	0	0	13	0	8	31	16	43	0	6	3	0	0	6	0	0	36	12	22	8	19	54	43	6	10
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7;g__	0	0	0	0	0	2	0	0	0	3	0	0	3	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	1053	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae];g__Odoribacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__Paraprevotella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__[Prevotella]	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	9	2	2	7	4	0	12	0	0	2	0	0	0	575	4	2	0	0	0	0	0	5	4	4	2	0	0	9	0	0	0	5	5	0	0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__;g__	11	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cyclobacteriaceae;g__	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__	0	6	7	60	6	17	8	0	2	91	0	13	45	0	58	13	0	4	4	0	18	27	0	0	2	16	4	0	0	0	0	8	0	10	20	31	9	2	0	0	4	0	9	6	36	0	0	19	7	14	22	12	5	8
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Adhaeribacter	0	5	18	29	36	29	23	0	29	4	0	151	38	7	368	621	13	46	24	46	35	84	30	14	2	30	0	5	19	0	12	18	7	107	28	19	21	17	33	18	49	20	11	79	38	30	8	75	43	76	28	46	70	54
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Cytophaga	0	0	0	0	0	4	0	0	0	2	0	0	8	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	5	4	0	0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Dyadobacter	0	15	135	63	255	156	96	0	120	10	0	22	41	59	69	27	78	150	56	59	168	41	156	206	285	44	20	13	588	0	377	42	14	56	110	242	74	209	215	171	346	385	334	192	199	0	0	125	191	190	65	36	257	214
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Hymenobacter	101	106	716	430	1476	1437	527	73	939	3	0	611	287	167	328	372	661	1175	480	750	1044	545	2235	1028	2816	548	133	109	3472	0	4139	263	52	708	959	1494	465	991	1242	1163	1371	2282	1700	1422	1306	174	32	1306	1617	1988	417	472	2150	1759
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Larkinella	0	0	0	4	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Leadbetterella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Pontibacter	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	13	0	0	4	0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Rhodocytophaga	0	0	2	9	0	3	4	0	4	0	0	11	22	0	38	11	3	2	0	2	4	24	6	0	0	0	4	0	0	0	0	11	0	13	23	15	3	0	0	0	0	2	2	9	0	0	0	10	3	3	16	14	0	0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Rudanella	0	5	6	34	6	7	0	0	7	0	0	189	13	0	13	3	0	2	0	2	8	20	6	2	6	6	5	0	2	0	0	9	0	21	10	5	4	2	0	2	2	5	3	12	0	0	0	14	6	5	17	9	0	12
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Spirosoma	13	94	20	187	66	91	40	12	66	2	0	532	190	24	202	55	51	126	53	187	72	468	137	47	56	125	74	19	92	0	92	70	44	717	233	107	77	36	49	68	80	45	48	196	62	29	0	214	138	167	244	192	86	161
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Sporocytophaga	0	0	0	0	4	5	2	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Flammeovirgaceae;g__	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__[Amoebophilaceae];g__Candidatus Amoebophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__[Amoebophilaceae];g__Candidatus Cardinium	0	0	0	2	0	0	0	0	0	0	0	12	0	15	12	0	0	0	0	0	3	0	14	13	0	0	0	0	0	0	0	0	0	3	0	0	7	63	14	7	0	23	18	0	0	0	0	0	0	0	0	0	137	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Blattabacteriaceae;g__	0	0	0	0	0	0	40	0	0	0	0	0	0	7	0	2	73	1137	399	0	0	88	0	23	0	0	0	0	0	0	0	18	0	0	0	3	3	9	0	0	0	0	9	0	0	0	0	0	4	0	3	3	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae;g__	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae;g__Fluviicola	0	0	0	2	2	0	0	0	0	3	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__	0	0	2	6	3	4	2	0	3	0	0	0	0	0	0	0	3	0	0	0	3	0	2	0	7	3	10	0	10	0	5	8	0	0	0	6	4	4	8	2	3	2	6	4	0	0	0	0	5	4	0	0	3	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium	2	7	12	79	47	39	29	19	24	21	0	6	28	7	2	10	12	23	12	42	70	34	54	22	76	65	21	16	81	0	35	41	4	30	397	49	74	32	35	37	40	40	67	31	23	0	0	43	43	53	77	56	36	56
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Myroides	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__	0	0	0	2	0	8	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	5	11	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	49	0	2	0	3	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Chryseobacterium	14	12	83	71	113	75	29	49	54	0	0	73	12	13	18	6	18	46	7	59	58	12	50	43	125	20	256	55	128	0	101	19	0	17	211	62	43	57	64	40	73	75	113	62	31	149	259	52	91	57	72	55	60	51
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Cloacibacterium	0	0	0	0	0	2	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Elizabethkingia	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Wautersiella	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__;g__	0	0	0	2	0	0	0	0	0	19	0	0	0	0	0	4	0	2	7	5	2	0	0	0	0	3	0	0	0	0	0	0	2	0	0	4	13	0	0	0	0	0	2	0	0	0	0	2	0	0	5	2	0	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__	43	154	209	135	333	204	96	16	172	38	0	50	52	38	267	169	147	225	11	76	286	44	224	164	522	51	15	53	615	0	281	43	6	74	206	319	150	237	179	161	364	413	236	220	210	822	9	126	350	337	104	60	450	203
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter	15	27	216	121	348	297	115	35	224	7	0	40	23	40	88	114	153	205	89	165	293	81	275	271	748	71	59	135	1084	0	507	72	26	64	366	370	145	298	214	178	561	576	411	304	235	69	9	114	373	397	123	99	495	207
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium	0	7	26	16	27	19	0	15	5	0	0	2	0	2	0	0	6	5	6	7	23	4	12	5	24	3	45	10	24	0	13	3	0	0	4	10	3	3	3	17	10	12	9	9	6	43	28	2	20	7	6	3	12	9
k__Bacteria;p__Bacteroidetes;c__[Rhodothermi];o__[Rhodothermales];f__Rhodothermaceae;g__	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__[Rhodothermi];o__[Rhodothermales];f__Rhodothermaceae;g__Rubricoccus	6	4	0	0	0	6	9	0	8	0	0	19	25	2	2	0	2	0	0	8	0	12	7	0	0	8	0	0	0	0	0	4	3	28	13	5	4	0	0	5	4	0	0	6	6	0	0	14	7	7	14	11	6	7
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__	14	32	9	194	73	64	32	14	69	107	0	41	78	4	90	87	17	76	27	21	73	66	41	23	24	28	10	25	48	0	18	47	12	72	57	98	97	22	10	35	29	65	150	77	45	22	0	64	47	72	129	92	42	112
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Chitinophaga	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Flavihumibacter	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Flavisolibacter	0	23	9	74	17	27	16	2	14	3	0	52	36	8	35	15	6	29	11	17	30	62	32	15	2	13	7	5	5	0	5	12	2	55	33	27	21	38	3	8	3	0	49	37	94	6	0	20	32	23	64	25	24	35
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Niabella	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Sediminibacterium	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	12	0	0	0	0	5	0	0	0	0	0	0	0	0	3	2	0	0	0
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Segetibacter	9	4	25	26	13	18	26	0	44	0	0	34	3	0	52	74	18	40	0	0	19	30	55	52	8	16	3	0	29	0	6	7	0	29	26	21	29	103	21	26	41	62	51	41	19	6	0	13	29	49	31	22	145	64
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Saprospiraceae;g__	0	0	2	8	5	0	0	0	0	7	0	4	4	0	0	3	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	5	2	0	0	0	0	0	0	2	0	2	0	4	0	0	4	5	0	3
k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Rhabdochlamydiaceae;g__Candidatus Rhabdochlamydia	0	8	0	0	0	4	0	2380	3	0	3	0	0	8	0	0	0	0	0	40	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
