# Constructed from biom file
#OTU ID	oneuL1201	oneuL1202	oneuL120a1.2	oneuL120a1	oneuL120a2.2	oneuL120a2	oneuL120e1	oneuL1251	oneuL1252	oneuL125a1.2	oneuL125a1	oneuL125c1	oneuL131a1	oneuL1401	oneuL1402.2	oneuL1402	oneuL1403	oneuL1404.2	oneuL1404	oneuL2181	oneuL2191	oneuL2192	oneuL2201	oneuL2202	oneuL2421	oneuL2422	oneuL2431	oneuL2451	oneuL2461	oneuL3031	oneuL3041	oneuL304a1	oneuL304b1	oneuL3081	oneuL3082	oneuL308a1	oneuL3181	oneuL3182	oneuL3301.2	oneuL3301	oneuL330a1	oneuL3441	oneuL3461	oneuL3462	oneuLb401	oneuLcontroL1	oneuLcontroL2	oneuLh2411	oneuLH2412.2	oneuLh2412	oneuLs2101.2	oneuLs2101	oneuLs2301	oneuLs2401
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodobiaceae;g__	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodobiaceae;g__Afifella	0	0	0	4	0	0	0	0	3	0	0	6	0	0	6	5	0	5	0	0	7	3	0	0	0	0	0	0	0	0	0	0	0	9	9	2	0	2	2	3	0	4	6	10	3	0	0	0	0	12	6	2	3	7
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Labrys	0	0	0	10	2	3	2	0	4	0	0	0	8	0	0	0	6	3	0	0	6	8	2	0	0	3	0	2	0	0	0	0	2	5	4	0	11	0	0	0	0	0	0	3	7	0	0	4	0	3	11	6	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Xanthobacter	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	19	7	0	0	2	0	0	0	2	0	0	0	0	0	0	0	5	0	0	0	0	0	3	4	0	3	4	5
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Hyphomonadaceae;g__	0	0	0	10	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	2	0	0	5	4	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__	31	24	180	80	46	35	31	4	31	92	0	11	87	0	6	46	89	89	29	32	44	45	15	17	9	34	62	44	13	0	12	9	15	187	31	26	50	21	28	52	18	17	29	73	28	17	6	51	50	25	127	37	11	129
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Amaricoccus	19	18	44	20	9	5	108	24	40	29	0	8	8	0	10	12	8	14	50	27	18	0	22	6	5	35	26	22	0	0	8	15	10	33	9	38	20	0	2	8	5	0	23	22	11	0	0	50	7	19	55	33	3	12
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Loktanella	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus	28	212	95	289	184	131	651	1190	377	2221	0	234	131	16	83	162	50	108	8	71	188	134	133	65	41	187	2719	939	82	0	47	53	12	131	73	74	71	55	199	195	136	50	165	147	99	32	0	185	153	197	315	253	107	191
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobaca	24	26	9	10	17	6	13	0	24	0	0	377	75	5	269	401	16	22	10	93	30	387	73	26	10	30	41	3	22	0	8	39	12	234	59	34	37	17	15	23	46	18	80	122	13	0	0	199	103	105	36	43	88	89
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobacter	0	9	0	26	13	0	21	5	11	0	0	4	39	0	3	17	6	11	23	4	0	11	16	0	0	17	9	10	0	0	0	20	16	56	18	16	9	0	0	7	2	21	17	44	5	0	0	38	5	15	37	50	21	20
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rubellimicrobium	105	393	350	592	784	553	554	105	932	15	0	685	1022	80	730	741	281	1127	293	602	541	1429	803	357	160	664	333	115	433	0	178	451	207	2702	639	590	643	372	447	644	646	357	1036	1674	615	0	0	2144	1266	1158	1606	1733	793	1505
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__;g__	0	6	6	18	7	8	10	5	10	45	0	19	11	5	26	21	17	15	38	10	13	19	12	0	0	3	24	267	2	0	0	10	12	53	49	14	23	8	13	12	8	10	27	40	14	0	0	57	17	22	79	58	17	30
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__	57	122	337	384	411	277	448	63	732	418	0	661	650	85	1350	1448	397	869	203	466	331	1309	696	353	125	414	441	831	327	0	187	496	90	1149	825	591	380	460	485	586	573	368	658	1935	678	42	0	1255	843	1195	850	832	823	909
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Acidiphilium	0	0	0	5	0	0	0	0	2	0	0	0	3	0	0	11	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Acidisoma	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	6	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Acidocella	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Gluconobacter	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Roseococcus	0	5	0	14	5	0	6	0	14	0	0	41	39	0	21	0	6	7	0	15	7	51	12	4	0	10	5	0	3	0	4	20	5	50	25	2	12	6	0	8	2	5	8	23	9	0	0	49	27	15	21	27	9	22
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Roseomonas	0	0	45	9	35	0	47	14	66	22	0	51	13	11	0	7	6	5	19	26	13	91	35	22	0	63	550	2974	7	0	0	34	21	122	114	47	35	3	13	3	55	46	9	87	2	0	0	177	85	121	70	62	2	76
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Swaminathania	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__	0	0	2	11	4	0	6	0	17	51	0	14	0	3	7	3	0	5	23	2	2	0	2	0	0	6	4	0	0	0	0	0	0	16	8	0	9	0	0	13	4	9	26	0	28	0	0	4	4	15	29	31	6	7
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Azospirillum	0	0	0	5	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	6	0	0	0	0	0	0	0	0	4
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Skermanella	0	5	32	52	32	12	22	17	34	1263	0	11	39	7	6	0	16	15	9	5	35	23	29	15	0	31	65	11	6	0	8	8	13	44	30	30	25	6	6	19	18	11	41	45	43	13	0	40	16	38	47	45	14	41
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__;g__	0	0	2	2	3	0	2	0	0	0	0	3	0	0	0	4	0	4	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	3	21	0	4	0	0	3	0	4	0	0	0	11
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Holosporaceae;g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	6	26	8	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	22	0	2	0	0	0	0	6	0	2	8	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Rickettsia	0	39	0	8	0	4	16	13	0	7	0	22	40	20	138	608	11	75	22	1017	0	63	12	0	4	0	2	13	3	0	0	35	0	0	0	22	6	0	0	0	0	0	2	3	9	0	0	0	0	2	5	3	0	4
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Wolbachia	0	0	0	0	0	0	10	0	5	0	0	181	0	18	28	61	6	7	0	55	17	263	24	13	5	0	0	0	16	0	0	11	0	7	28	0	14	2	14	7	0	58	56	0	5	0	0	6	0	0	12	10	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__mitochondria;g__	6	12	1547	44	71	1807	106	9	11	21	88	56	86	11	78	74	32	115	215	38	98	30	48	55	11	51	25	6	63	0	16	15	9	40	73	61	62	32	58	52	29	68	266	55	106	4570	9097	74	105	92	52	30	28	155
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__;g__	0	5	3	34	20	18	10	5	20	0	0	17	32	0	15	8	12	26	2	12	18	39	11	18	7	3	8	28	28	0	22	20	0	23	27	33	12	21	24	11	18	41	70	5	14	0	0	11	29	38	20	25	18	7
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__	0	19	6	26	16	5	28	12	10	10	0	7	21	0	19	9	0	21	13	12	0	24	12	0	0	9	0	14	0	0	2	7	4	16	2	3	5	3	0	2	5	13	29	10	18	29	3	33	29	12	34	27	0	11
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Lutibacterium	0	0	0	8	6	6	2	0	0	0	0	0	6	0	0	0	0	3	9	0	8	2	0	2	2	3	0	0	0	0	0	0	0	0	0	4	0	0	3	0	5	2	5	5	2	0	0	2	0	0	3	0	6	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__	73	185	120	417	249	149	154	66	197	239	0	549	142	33	371	223	108	354	183	229	181	459	217	152	108	134	120	346	209	0	54	66	45	440	129	166	220	177	147	150	318	262	386	427	149	21	0	391	386	346	295	288	261	221
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Blastomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Kaistobacter	27	63	52	167	117	98	29	4	77	43	0	391	174	3	174	120	35	131	10	131	65	353	118	83	10	68	77	228	18	0	13	80	14	347	180	129	87	56	27	40	67	61	148	187	195	6	0	209	69	81	318	250	106	223
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium	0	0	0	31	10	9	0	2	6	0	0	4	4	3	0	5	0	9	10	6	0	0	0	0	0	7	2	88	0	0	0	0	0	0	0	0	42	0	5	10	6	0	6	0	2	0	0	0	7	3	7	4	2	5
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium	0	4	0	23	8	4	8	18	2	7	0	29	16	0	12	8	0	26	65	23	24	14	26	2	19	7	48	73	12	0	6	5	0	13	17	11	36	4	3	7	28	13	2	6	14	6	0	22	9	10	17	16	4	9
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas	244	302	1607	1584	4372	1948	1223	264	1873	358	8	924	411	513	1593	1141	883	2527	777	1552	2516	1138	3114	2357	3040	815	2781	3520	3172	0	2707	460	136	1079	1468	3197	961	1638	1991	1314	2732	3251	1752	2156	1161	147	47	1124	3575	2648	1082	935	2226	1538
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Zymomonas	0	3	2	2	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__	0	0	0	2	0	0	0	5	2	38	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	12	0	3	2	2	243	0	0	0	0	0	2	0	15	0	0	6	0	0	0	5	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__A21b;f__EB1003;g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__A21b;f__UD5;g__	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__;g__	0	0	2	3	0	6	0	0	6	0	0	7	6	0	20	0	5	16	0	0	4	11	0	4	0	3	0	0	2	0	0	6	3	8	14	12	4	0	0	0	3	2	0	18	80	0	0	0	10	14	10	5	2	14
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__	0	0	0	11	4	11	0	0	0	0	22	0	0	0	0	0	6	0	0	6	7	0	0	20	0	0	4	0	0	0	0	0	0	3	0	12	0	0	12	5	19	4	0	0	0	14	0	0	12	6	0	0	10	15
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Achromobacter	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	2	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Pigmentiphaga	5	0	5	0	21	2	12	0	10	0	0	0	0	5	0	4	0	10	0	0	0	0	7	0	22	0	0	0	14	0	20	0	0	0	15	4	0	16	0	6	0	20	21	14	28	0	8	0	0	4	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Sutterella	0	0	0	0	0	2	0	0	0	6	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	7	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__	0	0	0	24	6	5	0	0	3	0	0	18	0	0	6	6	0	12	3	0	7	7	0	0	0	5	0	0	0	0	0	0	6	10	3	12	43	5	3	0	0	3	0	11	14	0	0	5	4	0	14	23	0	3
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia	0	0	6	16	0	4	8	0	9	0	0	4	8	0	21	12	5	19	0	8	6	14	0	0	0	0	6	19	0	0	0	5	5	19	14	43	30	0	0	14	127	5	0	2	6	9	0	7	8	3	22	5	7	41
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Lautropia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	11	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Salinispora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__	105	11	95	516	122	37	116	264	72	135	0	214	96	25	85	131	24	108	56	46	33	191	57	15	73	163	139	162	121	0	63	92	111	207	112	431	213	30	38	49	38	14	97	139	56	55	12	169	53	72	184	293	37	177
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Acidovorax	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	64	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Azohydromonas	0	0	0	0	0	0	0	0	0	6	0	0	0	7	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Comamonas	0	0	3	19	4	0	2	7	0	0	26	0	0	0	0	0	0	0	0	0	3	0	6	0	0	11	24	14	0	0	0	9	0	0	0	0	0	0	0	3	0	0	6	0	0	11	6	3	0	4	16	24	9	12
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Delftia	75	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	12	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Hydrogenophaga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Hylemonella	0	15	0	18	0	42	0	0	0	0	0	0	37	0	0	0	0	46	4	44	0	0	0	34	0	60	0	0	0	0	94	32	0	0	112	5	0	32	48	0	61	0	27	0	77	0	0	60	58	44	64	50	43	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Lampropedia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Methylibium	0	29	0	202	47	55	3	0	3	32	0	37	109	19	52	0	34	0	0	43	12	64	57	18	0	79	26	66	0	0	0	11	15	14	94	10	199	0	6	10	0	23	6	90	60	0	0	9	47	48	108	10	22	97
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Polaromonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Ramlibacter	0	0	0	0	0	8	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	20	13	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Rhodoferax	0	0	0	0	7	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	35	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Rubrivivax	0	0	0	23	15	6	5	0	10	0	0	0	2	0	18	7	0	16	19	11	0	12	7	0	0	11	0	6	8	0	0	15	20	56	25	0	14	0	0	13	0	0	0	0	8	0	0	8	0	0	14	0	4	10
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Tepidimonas	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	0	38	64	0	125	87	51	62	69	0	0	46	87	28	104	133	49	126	51	83	93	78	85	59	102	152	44	0	109	0	124	60	0	144	101	134	138	53	77	45	75	65	102	130	142	0	0	162	111	74	217	176	57	162
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__	34	697	460	3219	1932	1005	382	437	575	2637	0	237	466	2781	1219	546	288	612	321	1145	444	545	751	399	811	469	2047	461	851	0	832	231	143	458	302	1039	576	336	462	320	526	581	2997	917	663	136	73	507	840	638	409	288	494	819
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Janthinobacterium	13	40	30	194	62	47	0	32	33	47	0	27	7	33	161	154	20	62	0	381	44	93	78	26	24	59	94	46	0	0	32	0	0	85	1168	177	9	7	25	26	23	20	52	0	28	12	0	73	45	31	397	237	21	128
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Polynucleobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Ellin6067;f__;g__	0	0	0	6	0	0	6	0	0	6	0	0	0	0	0	0	0	4	0	0	3	6	0	0	0	5	0	0	0	0	0	0	0	0	4	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	14	8	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__IS-44;f__;g__	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	4	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__MND1;f__;g__	0	0	0	0	0	0	0	0	2	14	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__Methylophilaceae;g__	0	0	0	0	0	3	2	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	3	2	10	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__Methylophilaceae;g__Methylotenera	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__	0	0	6	0	0	11	2	9	0	2	0	2	0	0	0	0	0	0	0	0	3	2	4	0	0	23	3	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Kingella	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria	9	0	5	0	6	5	37	0	5	0	0	4	0	0	0	0	0	0	0	0	11	20	23	0	0	62	0	0	5	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	3	26	26	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Nitrosomonadaceae;g__	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	0	0	3	0	0	9	0	3	11	4	0	3	0	3	0	0	5	3
